Age,Gender,Lifestyle,Habit 01,Habit 02,Habit 03,Habit 04,Habit 05,Habit 06,Recommendation
47,Female,Worker,Keep in touch with friends,Write Three Positive Things About Today,Learn To Speak a Foreign Language,Eat More Vegetables and Fruits,Listen to podcast,No Alcohol,Avoid excessive alcohol
47,Female,Worker,Be Grateful,Drink more water,No Sweets,Draw,Drink water first thing in the morning,Listen to podcast,Balanced Diet
48,Female,Worker,Draw,Pray,Yoga,Take Vitamins,Quality time with my children,Learn Something New,Mindfulness
48,Female,Worker,Listen to podcast,Save Money,Meditate For At Least 10 Minutes,Read a book for 30 minutes,Practice Musical Instrument,Intermittent fasting,Listen to music and dance
48,Female,Worker,Be Grateful,No Sugar,Make Bed,Stretch,Intermittent fasting,Paint,Breathing Exercises
48,Female,Housewife,Yoga,Affirmations,Duolingo,Yoga,Learn To Speak a Foreign Language,Exercise,Strength training
48,Female,Housewife,No Coffee,Exercise,Wake up early,Sleep at least 8 hours ,No Coffee,Slow-Carb Diet from The 4-Hour Body,Running
48,Female,Housewife,"Walk 10,000 Steps",Stretch,Write In Journal,Slow-Carb Diet from The 4-Hour Body,Cook Dinner,Quality time with my children,Breathing Exercises
48,Female,Housewife,Take Vitamins,No Screens After 10 pm,Slow-Carb Diet from The 4-Hour Body,Floss,Weekly social media detox,Drink more water,Maintain strong social connections
48,Female,Housewife,No Alcohol,Clean for 15 Minutes,Keep in touch with friends,Be Grateful,No Screens After 10 pm,Workout,Avoid excessive alcohol
48,Female,Housewife,Take Vitamins,No Alcohol,Learn Something New,Eat Breakfast,Duolingo,No Sweets,Balanced Diet
48,Female,Housewife,Go for a weekly hike,No Screens After 10 pm,Cook Dinner,Drink water first thing in the morning,Take Vitamins,Quality time with my children,Spend time outdoors
48,Female,Housewife,Clean for 15 Minutes,No Screens After 10 pm,Pray,Eat Breakfast,Practice Musical Instrument,No Soda,Listen to music and dance
48,Female,Housewife,Exercise,Save Money,Save Money,Stretch,Write Three Positive Things About Today,Pray,Walking
48,Female,Housewife,Listen to podcast,Meditate,Clean for 15 Minutes,Workout,No Sweets,Wake up early,Balanced Diet
48,Male,Worker,Drink water first thing in the morning,No Alcohol,Eat More Vegetables and Fruits,No Coffee,No Smoking,Yoga,Deep breathing exercises
48,Male,Worker,Set priorities for your day,Unclutter,Exercise,Go for a weekly hike,Sleep by Midnight,Slow-Carb Diet from The 4-Hour Body,Running
48,Male,Worker,Quality time with my children,No Screens After 10 pm,No Sweets,Watch a TED talk,No Soda,Wake up early,Balanced Diet
48,Male,Worker,Unclutter,Write In Journal,Take a walk outside,No Screens After 10 pm,Write Three Positive Things About Today,Intermittent fasting,Regular medical check-ups
48,Male,Worker,Keep in touch with friends,Take Vitamins,Exercise,No Screens After 10 pm,No Sugar,Make Bed,Strength training
48,Male,Worker,Stretch,Learn Something New,No Coffee,Yoga,Drink water first thing in the morning,Save Money,Deep breathing exercises
48,Male,Worker,Meditate,Paint,Write In Journal,Learn To Speak a Foreign Language,Eat More Vegetables and Fruits,Go for a weekly hike,Learning new skills
48,Male,Worker,Take Vitamins,Duolingo,Yoga,Write Three Positive Things About Today,Workout,Write In Journal,Yoga
48,Male,Worker,Practice Musical Instrument,Sleep by Midnight,No Smoking,Go to gym,"Walk 10,000 Steps",Take a walk outside,Avoid smoking
49,Male,Worker,Set priorities for your day,Floss,Take a walk outside,Intermittent fasting,Pray,Write In Journal,Regular medical check-ups
49,Male,Worker,Meditate,No Sugar,Eat More Vegetables and Fruits,Floss,Practice Musical Instrument,Slow-Carb Diet from The 4-Hour Body,Learning new skills
49,Male,Worker,Wake up early,Practice Musical Instrument,No Sweets,Be Grateful,No Soda,Workout,Balanced Diet
49,Male,Worker,Make Bed,No Coffee,Save Money,No Alcohol,Exercise,Eat Breakfast,Strength training
49,Male,Worker,Watch a TED talk,Weekly social media detox,Write In Journal,Unclutter,Floss,No Sweets,Balanced Diet
49,Male,Worker,Be Grateful,Take a walk outside,Draw,Sleep at least 8 hours ,Drink more water,Save Money,Drink plenty of water
49,Male,Worker,Eat Breakfast,Intermittent fasting,Go for a weekly hike,Keep in touch with friends,Go for a weekly hike,Affirmations,Spend time outdoors
49,Male,Worker,Workout,No Coffee,Duolingo,Write Three Positive Things About Today,Floss,Brush Teeth in the Morning,Breathing Exercises
49,Male,Worker,Set priorities for your day,"Walk 10,000 Steps",Listen to podcast,Keep in touch with friends,Clean for 15 Minutes,Workout,Breathing Exercises
49,Male,Worker,Stretch,No Alcohol,Be Grateful,Take a walk outside,Affirmations,Be Grateful,Avoid excessive alcohol
49,Male,Worker,Drink water first thing in the morning,No Coffee,Stretch,Pray,Go to gym,Clean for 15 Minutes,Fiber-rich diet
49,Male,Worker,Go for a weekly hike,Practice Musical Instrument,Practice Musical Instrument,Save Money,Take a walk outside,Unclutter,Regular medical check-ups
49,Male,Worker,Duolingo,Stretch,Learn To Speak a Foreign Language,Learn Something New,Be Grateful,Go for a weekly hike,Spend time outdoors
49,Male,Worker,Eat Breakfast,Learn To Speak a Foreign Language,Wake up early,Go for a weekly hike,Write In Journal,Write In Journal,Spend time outdoors
49,Male,Worker,Read a book for 30 minutes,Duolingo,Take a walk outside,Go to gym,Take a walk outside,Be Grateful,Regular medical check-ups
49,Male,Worker,Quality time with my children,Brush Teeth in the Morning,Stretch,Go for a weekly hike,Clean for 15 Minutes,Intermittent fasting,Spend time outdoors
49,Male,Worker,Read a book for 30 minutes,Save Money,Slow-Carb Diet from The 4-Hour Body,Workout,Workout,Take Vitamins,Mindful Eating
49,Male,Worker,Paint,Stretch,No Alcohol,No Sugar,Floss,No Coffee,Avoid excessive alcohol
49,Male,Worker,Go to gym,Sleep by Midnight,Affirmations,Wake up early,Yoga,Write In Journal,Mindfulness
49,Male,Worker,No Soda,Save Money,Take a walk outside,No Screens After 10 pm,No Alcohol,Clean for 15 Minutes,Avoid excessive alcohol
49,Male,Worker,Listen to podcast,"Walk 10,000 Steps",Watch a TED talk,No Sweets,Wake up early,Set priorities for your day,Balanced Diet
49,Male,Worker,Duolingo,Sleep at least 8 hours ,Quality time with my children,Make Bed,No Screens After 10 pm,"Walk 10,000 Steps",Breaks from screens and digital devices
49,Male,Worker,Learn Something New,Draw,Brush Teeth in the Morning,No Alcohol,Go for a weekly hike,Take a walk outside,Avoid excessive alcohol
49,Male,Worker,No Smoking,Be Grateful,Take Vitamins,Pray,Learn To Speak a Foreign Language,Draw,Avoid smoking
49,Male,Worker,Sleep at least 8 hours ,Sleep at least 8 hours ,No Soda,Intermittent fasting,Watch a TED talk,Watch a TED talk,Breathing Exercises
49,Female,Worker,Duolingo,Pray,Clean for 15 Minutes,No Sweets,Listen to podcast,Eat Breakfast,Balanced Diet
49,Female,Worker,Clean for 15 Minutes,Stretch,Sleep at least 8 hours ,Weekly social media detox,Yoga,Take a walk outside,Maintain strong social connections
49,Female,Worker,No Smoking,No Screens After 10 pm,No Soda,No Sweets,Take a walk outside,No Alcohol,Balanced Diet
49,Female,Worker,No Sweets,Drink more water,Set priorities for your day,Wake up early,Go for a weekly hike,Take Vitamins,Balanced Diet
49,Female,Worker,No Smoking,Go to gym,Save Money,Wake up early,Be Grateful,Read a book for 30 minutes,Avoid smoking
49,Female,Worker,Read a book for 30 minutes,Quality time with my children,Slow-Carb Diet from The 4-Hour Body,Slow-Carb Diet from The 4-Hour Body,Listen to podcast,Watch a TED talk,Mindful Eating
49,Female,Worker,Read a book for 30 minutes,Write Three Positive Things About Today,Keep in touch with friends,Listen to podcast,Keep in touch with friends,Listen to podcast,Mindful Eating
49,Female,Worker,Meditate,Brush Teeth in the Morning,Take Vitamins,Affirmations,No Screens After 10 pm,Set priorities for your day,Learning new skills
49,Female,Housewife,Be Grateful,No Smoking,No Smoking,Set priorities for your day,Watch a TED talk,Go to gym,Avoid smoking
50,Female,Housewife,No Smoking,Listen to podcast,Read a book for 30 minutes,Clean for 15 Minutes,Unclutter,Duolingo,Avoid smoking
50,Female,Housewife,Slow-Carb Diet from The 4-Hour Body,No Coffee,Slow-Carb Diet from The 4-Hour Body,Eat Breakfast,Go to gym,Set priorities for your day,Fiber-rich diet
50,Female,Housewife,Take a walk outside,No Sweets,Drink water first thing in the morning,Set priorities for your day,Save Money,Draw,Balanced Diet
50,Female,Housewife,Clean for 15 Minutes,Unclutter,Unclutter,Unclutter,Exercise,Eat More Vegetables and Fruits,Running
50,Female,Housewife,Slow-Carb Diet from The 4-Hour Body,Practice Musical Instrument,Quality time with my children,Unclutter,No Screens After 10 pm,Sleep by Midnight,Listen to music and dance
50,Female,Housewife,No Sugar,Drink water first thing in the morning,Weekly social media detox,Learn To Speak a Foreign Language,Meditate For At Least 10 Minutes,Take a walk outside,Maintain strong social connections
50,Female,Housewife,Unclutter,Wake up early,Make Bed,Sleep at least 8 hours ,Sleep at least 8 hours ,No Coffee,Work
50,Female,Housewife,Read a book for 30 minutes,Save Money,Drink water first thing in the morning,Listen to podcast,Workout,Exercise,Running
50,Female,Housewife,Wake up early,Meditate,Watch a TED talk,Yoga,Cook Dinner,Weekly social media detox,Learning new skills
50,Female,Housewife,Learn Something New,Paint,Practice Musical Instrument,Floss,Make Bed,No Smoking,Avoid smoking
50,Female,Housewife,Wake up early,"Walk 10,000 Steps",Be Grateful,No Sweets,No Screens After 10 pm,Intermittent fasting,Balanced Diet
50,Female,Housewife,Sleep at least 8 hours ,Keep in touch with friends,Duolingo,Daily skincare,Write Three Positive Things About Today,Go for a weekly hike,Spend time outdoors
50,Female,Housewife,Sleep by Midnight,Pray,Write Three Positive Things About Today,No Smoking,Drink water first thing in the morning,"Walk 10,000 Steps",Avoid smoking
50,Female,Housewife,Drink more water,Quality time with my children,Read a book for 30 minutes,Draw,Go for a weekly hike,Go to gym,Drink plenty of water
50,Female,Housewife,Go for a weekly hike,Be Grateful,Paint,Drink more water,Learn To Speak a Foreign Language,Slow-Carb Diet from The 4-Hour Body,Drink plenty of water
50,Female,Housewife,Make Bed,Daily skincare,Take a walk outside,Meditate For At Least 10 Minutes,Eat More Vegetables and Fruits,Weekly social media detox,Maintain strong social connections
50,Female,Housewife,Pray,Stretch,Read a book for 30 minutes,Daily skincare,Drink water first thing in the morning,Be Grateful,Practice gratitude
50,Male,Worker,Floss,Paint,Listen to podcast,Listen to podcast,Go for a weekly hike,Daily skincare,Spend time outdoors
50,Male,Worker,Meditate For At Least 10 Minutes,Meditate,Learn To Speak a Foreign Language,No Smoking,Sleep by Midnight,No Sweets,Balanced Diet
50,Male,Worker,Paint,Learn Something New,No Alcohol,Be Grateful,Stretch,Practice Musical Instrument,Avoid excessive alcohol
50,Male,Worker,No Soda,Meditate,Draw,No Soda,Draw,Sleep by Midnight,Learning new skills
50,Male,Worker,Exercise,Pray,Pray,Eat More Vegetables and Fruits,Go for a weekly hike,Make Bed,Swimming
50,Male,Worker,Duolingo,Stretch,Keep in touch with friends,Write In Journal,Make Bed,Workout,Breathing Exercises
50,Male,Worker,Make Bed,Be Grateful,Go to gym,Listen to podcast,Meditate,Read a book for 30 minutes,Playing musical instruments
50,Male,Worker,Practice Musical Instrument,Sleep at least 8 hours ,Paint,Draw,Take a walk outside,Duolingo,Regular medical check-ups
50,Male,Worker,Clean for 15 Minutes,Exercise,Eat More Vegetables and Fruits,Make Bed,Keep in touch with friends,Learn To Speak a Foreign Language,Walking
50,Male,Worker,Be Grateful,Go for a weekly hike,Quality time with my children,No Smoking,Draw,Pray,Avoid smoking
50,Male,Worker,Learn To Speak a Foreign Language,Read a book for 30 minutes,Drink water first thing in the morning,Save Money,Unclutter,Meditate,Reading
50,Male,Worker,Go to gym,No Sugar,Slow-Carb Diet from The 4-Hour Body,No Sweets,Set priorities for your day,Keep in touch with friends,Balanced Diet
50,Male,Worker,Sleep by Midnight,No Smoking,Save Money,Take a walk outside,Exercise,Write In Journal,Running
50,Male,Worker,No Sugar,Meditate For At Least 10 Minutes,Make Bed,Go to gym,Sleep at least 8 hours ,Brush Teeth in the Morning,Fiber-rich diet
50,Male,Worker,No Screens After 10 pm,Keep in touch with friends,Draw,Save Money,Listen to podcast,Exercise,Swimming
50,Male,Worker,Meditate For At Least 10 Minutes,Paint,Listen to podcast,No Coffee,Floss,Quality time with my children,Breathing Exercises
50,Male,Worker,Yoga,Go for a weekly hike,Duolingo,Learn Something New,Unclutter,Eat Breakfast,Deep breathing exercises
50,Male,Worker,No Sugar,Affirmations,Unclutter,No Sweets,Duolingo,Brush Teeth in the Morning,Balanced Diet
51,Male,Worker,Meditate For At Least 10 Minutes,Workout,Read a book for 30 minutes,Yoga,Meditate,Write In Journal,Learning new skills
51,Male,Worker,No Sugar,No Smoking,No Alcohol,No Smoking,Drink more water,Quality time with my children,Drink plenty of water
51,Male,Worker,Write In Journal,No Alcohol,Be Grateful,Yoga,Make Bed,Eat More Vegetables and Fruits,Yoga
51,Male,Worker,No Coffee,Eat Breakfast,Wake up early,Weekly social media detox,Unclutter,No Coffee,Maintain strong social connections
51,Male,Worker,No Smoking,Be Grateful,"Walk 10,000 Steps",Make Bed,Be Grateful,Paint,Avoid smoking
51,Male,Worker,Wake up early,Practice Musical Instrument,Daily skincare,Save Money,Meditate,Be Grateful,Playing musical instruments
51,Male,Worker,Learn To Speak a Foreign Language,No Soda,Save Money,Go to gym,Clean for 15 Minutes,Stretch,Consume probiotics
51,Male,Worker,Workout,No Smoking,Drink water first thing in the morning,Workout,Listen to podcast,No Coffee,Avoid smoking
51,Male,Worker,Meditate,Write Three Positive Things About Today,Drink more water,Daily skincare,No Sugar,Slow-Carb Diet from The 4-Hour Body,Learning new skills
51,Male,Worker,Eat More Vegetables and Fruits,Sleep by Midnight,Eat Breakfast,Keep in touch with friends,Take Vitamins,Practice Musical Instrument,Listen to music and dance
51,Male,Worker,Quality time with my children,Yoga,Slow-Carb Diet from The 4-Hour Body,Write In Journal,Eat Breakfast,Workout,Yoga
51,Male,Worker,Daily skincare,Clean for 15 Minutes,Brush Teeth in the Morning,Learn To Speak a Foreign Language,Go for a weekly hike,No Smoking,Avoid smoking
51,Male,Worker,Meditate,Eat Breakfast,Learn To Speak a Foreign Language,No Sweets,Brush Teeth in the Morning,Exercise,Walking
51,Female,Worker,No Screens After 10 pm,Affirmations,No Soda,Learn Something New,Practice Musical Instrument,Sleep at least 8 hours ,Crafting
51,Female,Worker,Quality time with my children,Save Money,Be Grateful,No Screens After 10 pm,Eat Breakfast,Be Grateful,Breaks from screens and digital devices
51,Female,Worker,Practice Musical Instrument,Drink more water,Draw,No Smoking,Duolingo,Go to gym,Drink plenty of water
51,Female,Worker,Read a book for 30 minutes,No Soda,Eat More Vegetables and Fruits,Make Bed,Go for a weekly hike,Eat Breakfast,Spend time outdoors
51,Female,Worker,Meditate For At Least 10 Minutes,Take a walk outside,Read a book for 30 minutes,Take Vitamins,"Walk 10,000 Steps",Exercise,Walking
51,Female,Worker,Meditate,Exercise,Be Grateful,No Soda,Affirmations,No Smoking,Walking
51,Female,Worker,Listen to podcast,Learn Something New,Intermittent fasting,Be Grateful,Duolingo,No Soda,Writing
51,Female,Worker,Floss,Daily skincare,Take a walk outside,No Sweets,Keep in touch with friends,Wake up early,Balanced Diet
51,Female,Worker,Meditate For At Least 10 Minutes,No Alcohol,Clean for 15 Minutes,Stretch,No Soda,Affirmations,Avoid excessive alcohol
51,Female,Worker,No Coffee,Slow-Carb Diet from The 4-Hour Body,Keep in touch with friends,Make Bed,Watch a TED talk,Eat More Vegetables and Fruits,Breathing Exercises
51,Female,Worker,Quality time with my children,Floss,Slow-Carb Diet from The 4-Hour Body,Weekly social media detox,Intermittent fasting,Floss,Maintain strong social connections
51,Female,Housewife,Intermittent fasting,Listen to podcast,Write In Journal,Save Money,Eat Breakfast,Learn To Speak a Foreign Language,Practice learning a new language
51,Female,Housewife,Workout,Weekly social media detox,Clean for 15 Minutes,Set priorities for your day,Stretch,Drink more water,Maintain strong social connections
51,Female,Housewife,Stretch,Meditate,Write In Journal,"Walk 10,000 Steps",Learn To Speak a Foreign Language,Meditate For At Least 10 Minutes,Puzzles
52,Female,Housewife,Keep in touch with friends,Drink more water,No Coffee,Daily skincare,Take Vitamins,Drink more water,Drink plenty of water
52,Female,Housewife,Slow-Carb Diet from The 4-Hour Body,Keep in touch with friends,Weekly social media detox,Eat More Vegetables and Fruits,Drink water first thing in the morning,Sleep at least 8 hours ,Maintain strong social connections
52,Female,Housewife,Yoga,No Smoking,Sleep by Midnight,Keep in touch with friends,Listen to podcast,Sleep by Midnight,Meditation
52,Female,Housewife,Slow-Carb Diet from The 4-Hour Body,Save Money,Keep in touch with friends,Make Bed,Go for a weekly hike,Wake up early,Spend time outdoors
52,Female,Housewife,Go to gym,Affirmations,No Sweets,Go to gym,Sleep by Midnight,Duolingo,Balanced Diet
52,Female,Housewife,Take a walk outside,Draw,No Smoking,Paint,Duolingo,Save Money,Avoid smoking
52,Female,Housewife,Brush Teeth in the Morning,Weekly social media detox,Workout,Exercise,Affirmations,No Screens After 10 pm,Swimming
52,Female,Housewife,Exercise,Go to gym,No Sweets,Exercise,Set priorities for your day,"Walk 10,000 Steps",Swimming
52,Female,Housewife,Daily skincare,Draw,Save Money,Drink water first thing in the morning,Drink water first thing in the morning,Be Grateful,Breathing Exercises
52,Female,Housewife,No Smoking,Yoga,No Alcohol,Sleep by Midnight,Take a walk outside,Daily skincare,Mindfulness
52,Female,Housewife,Sleep by Midnight,Draw,Learn Something New,Eat Breakfast,Brush Teeth in the Morning,Be Grateful,Crafting
52,Female,Housewife,No Alcohol,Sleep at least 8 hours ,No Smoking,Eat Breakfast,Eat More Vegetables and Fruits,Learn To Speak a Foreign Language,Avoid excessive alcohol
52,Female,Housewife,Clean for 15 Minutes,No Screens After 10 pm,Go to gym,Take a walk outside,Practice Musical Instrument,No Sweets,Balanced Diet
52,Male,Worker,Weekly social media detox,Pray,Meditate,Write Three Positive Things About Today,Yoga,Intermittent fasting,Reading
52,Male,Worker,Write Three Positive Things About Today,Unclutter,Eat Breakfast,Floss,Unclutter,Learn To Speak a Foreign Language,Practice learning a new language
52,Male,Worker,Exercise,No Alcohol,Paint,No Alcohol,Drink more water,Exercise,Walking
52,Male,Worker,Sleep by Midnight,Learn Something New,Make Bed,Brush Teeth in the Morning,Drink more water,Practice Musical Instrument,Drink plenty of water
52,Male,Worker,Unclutter,Be Grateful,Daily skincare,Sleep at least 8 hours ,Drink water first thing in the morning,Save Money,Breathing Exercises
52,Male,Worker,No Sugar,No Sugar,Set priorities for your day,Write Three Positive Things About Today,Intermittent fasting,Yoga,Yoga
52,Male,Worker,Wake up early,Set priorities for your day,Drink more water,Learn Something New,Learn Something New,Eat Breakfast,Drink plenty of water
52,Male,Worker,Draw,Write In Journal,Listen to podcast,Eat Breakfast,Watch a TED talk,Go for a weekly hike,Spend time outdoors
52,Male,Worker,Quality time with my children,Pray,Practice Musical Instrument,Exercise,Watch a TED talk,Meditate For At Least 10 Minutes,Strength training
52,Male,Worker,Take Vitamins,Stretch,Drink more water,Eat Breakfast,Exercise,"Walk 10,000 Steps",Strength training
52,Male,Worker,No Soda,Brush Teeth in the Morning,No Sweets,Weekly social media detox,Draw,"Walk 10,000 Steps",Balanced Diet
52,Male,Worker,Yoga,Save Money,Stretch,Eat Breakfast,"Walk 10,000 Steps",Watch a TED talk,Deep breathing exercises
52,Male,Worker,Sleep at least 8 hours ,Clean for 15 Minutes,Watch a TED talk,No Smoking,Take Vitamins,Watch a TED talk,Avoid smoking
52,Male,Worker,Meditate,Intermittent fasting,Weekly social media detox,Meditate For At Least 10 Minutes,Read a book for 30 minutes,Go to gym,Playing musical instruments
52,Male,Worker,Eat More Vegetables and Fruits,Duolingo,Learn To Speak a Foreign Language,No Coffee,Drink water first thing in the morning,Unclutter,Practice learning a new language
52,Male,Worker,Listen to podcast,Learn Something New,Write Three Positive Things About Today,Eat More Vegetables and Fruits,Intermittent fasting,Save Money,Writing
52,Male,Worker,Brush Teeth in the Morning,Learn To Speak a Foreign Language,Wake up early,Keep in touch with friends,Learn Something New,"Walk 10,000 Steps",Crafting
53,Male,Worker,Drink more water,Set priorities for your day,Sleep at least 8 hours ,Intermittent fasting,Make Bed,Duolingo,Drink plenty of water
53,Male,Worker,No Sugar,Quality time with my children,Meditate,No Screens After 10 pm,No Screens After 10 pm,Pray,Puzzles
53,Male,Worker,Daily skincare,Write In Journal,Eat Breakfast,Watch a TED talk,Go for a weekly hike,Unclutter,Spend time outdoors
53,Male,Worker,Set priorities for your day,Write Three Positive Things About Today,Practice Musical Instrument,Eat Breakfast,Yoga,No Soda,Yoga
53,Male,Worker,Brush Teeth in the Morning,Listen to podcast,Practice Musical Instrument,Learn Something New,Slow-Carb Diet from The 4-Hour Body,Stretch,Writing
53,Male,Worker,Eat Breakfast,Be Grateful,Pray,Paint,Save Money,No Soda,Practice gratitude
53,Male,Worker,Unclutter,No Alcohol,Paint,Take Vitamins,Floss,Be Grateful,Avoid excessive alcohol
53,Male,Worker,Read a book for 30 minutes,Exercise,Go for a weekly hike,Draw,Meditate,Meditate For At Least 10 Minutes,Running
53,Male,Worker,Draw,Save Money,Sleep at least 8 hours ,Drink water first thing in the morning,No Smoking,Watch a TED talk,Avoid smoking
53,Male,Worker,Save Money,Be Grateful,Clean for 15 Minutes,Take Vitamins,Meditate,Yoga,Puzzles
53,Male,Worker,Exercise,Drink more water,No Alcohol,Pray,Eat More Vegetables and Fruits,Keep in touch with friends,Swimming
53,Male,Worker,Drink water first thing in the morning,Meditate For At Least 10 Minutes,Wake up early,Paint,Intermittent fasting,No Screens After 10 pm,Breaks from screens and digital devices
53,Male,Worker,Learn To Speak a Foreign Language,Workout,Take Vitamins,No Alcohol,Take a walk outside,Make Bed,Avoid excessive alcohol
53,Male,Worker,No Sugar,No Soda,Write In Journal,Write In Journal,No Sweets,Write Three Positive Things About Today,Balanced Diet
53,Male,Worker,Slow-Carb Diet from The 4-Hour Body,Quality time with my children,Watch a TED talk,Go to gym,No Soda,Listen to podcast,Consume probiotics
53,Male,Worker,Learn To Speak a Foreign Language,Save Money,Listen to podcast,Brush Teeth in the Morning,Take Vitamins,No Coffee,Practice learning a new language
53,Male,Worker,Drink water first thing in the morning,No Screens After 10 pm,Quality time with my children,Listen to podcast,Brush Teeth in the Morning,Drink water first thing in the morning,Breaks from screens and digital devices
53,Male,Worker,Intermittent fasting,Set priorities for your day,Brush Teeth in the Morning,Workout,Daily skincare,Pray,Practice gratitude
53,Male,Worker,No Soda,Save Money,No Sugar,No Coffee,No Screens After 10 pm,Be Grateful,Breaks from screens and digital devices
53,Female,Worker,Go for a weekly hike,Workout,Listen to podcast,Exercise,No Soda,Make Bed,Strength training
53,Female,Worker,Set priorities for your day,Go to gym,No Sugar,Be Grateful,No Sweets,Sleep at least 8 hours ,Balanced Diet
53,Female,Worker,Learn To Speak a Foreign Language,Go for a weekly hike,Wake up early,Exercise,Clean for 15 Minutes,No Coffee,Swimming
53,Female,Worker,Sleep at least 8 hours ,Unclutter,Exercise,No Screens After 10 pm,Workout,Save Money,Walking
53,Female,Worker,Set priorities for your day,Stretch,No Alcohol,Daily skincare,Brush Teeth in the Morning,Slow-Carb Diet from The 4-Hour Body,Avoid excessive alcohol
53,Female,Worker,No Smoking,Eat More Vegetables and Fruits,Floss,Eat Breakfast,Meditate For At Least 10 Minutes,Set priorities for your day,Avoid smoking
53,Female,Housewife,Yoga,Clean for 15 Minutes,Meditate,Watch a TED talk,Be Grateful,Cook Dinner,Puzzles
53,Female,Housewife,Duolingo,Slow-Carb Diet from The 4-Hour Body,No Sugar,"Walk 10,000 Steps",Clean for 15 Minutes,Intermittent fasting,Breathing Exercises
53,Female,Housewife,No Sugar,Set priorities for your day,Be Grateful,Meditate,Slow-Carb Diet from The 4-Hour Body,No Coffee,Learning new skills
53,Female,Housewife,Exercise,Intermittent fasting,Unclutter,No Sweets,Drink more water,Be Grateful,Running
53,Female,Housewife,Paint,Floss,Unclutter,Unclutter,Slow-Carb Diet from The 4-Hour Body,Save Money,Breathing Exercises
53,Female,Housewife,Paint,Go for a weekly hike,Make Bed,Meditate,Take Vitamins,Practice Musical Instrument,Puzzles
53,Female,Housewife,Daily skincare,Go for a weekly hike,Stretch,Daily skincare,Exercise,Workout,Strength training
53,Female,Housewife,Listen to podcast,Meditate,Write In Journal,Duolingo,Be Grateful,Floss,Playing musical instruments
53,Female,Housewife,Brush Teeth in the Morning,Set priorities for your day,Save Money,Draw,Paint,Pray,Practice gratitude
53,Female,Housewife,Slow-Carb Diet from The 4-Hour Body,No Soda,Sleep by Midnight,Paint,Wake up early,Practice Musical Instrument,Listen to music and dance
53,Female,Housewife,Write In Journal,Weekly social media detox,Sleep by Midnight,Be Grateful,Exercise,No Coffee,Swimming
53,Female,Housewife,Save Money,Take Vitamins,Go for a weekly hike,Cook Dinner,Take Vitamins,Read a book for 30 minutes,Spend time outdoors
53,Female,Housewife,Watch a TED talk,Brush Teeth in the Morning,Go for a weekly hike,Drink more water,Take a walk outside,Take a walk outside,Drink plenty of water
53,Female,Housewife,Exercise,No Alcohol,Weekly social media detox,Clean for 15 Minutes,Meditate For At Least 10 Minutes,Daily skincare,Walking
53,Female,Housewife,Pray,Drink water first thing in the morning,Wake up early,Eat Breakfast,Clean for 15 Minutes,Read a book for 30 minutes,Practice gratitude
53,Female,Housewife,Wake up early,Be Grateful,No Smoking,Keep in touch with friends,Wake up early,Meditate For At Least 10 Minutes,Avoid smoking
53,Female,Housewife,Go to gym,Write In Journal,Draw,Eat Breakfast,No Coffee,Slow-Carb Diet from The 4-Hour Body,Fiber-rich diet
53,Female,Housewife,No Smoking,Meditate For At Least 10 Minutes,Be Grateful,Set priorities for your day,Quality time with my children,Write Three Positive Things About Today,Avoid smoking
53,Female,Housewife,Watch a TED talk,Save Money,Pray,Draw,Sleep by Midnight,Exercise,Strength training
